page	type	code	text
53	option_line	4	Реже 1 раза в месяц
53	option_line	6	НЕ КУРИТ КАЛЬЯН
53	option_line	8	Кальян 1 2 7
53	option_line	8	системы нагревания табака, вейп и т.п. 1 2 7
53	option_line	96	НЕ КУРИТ ОБЫЧНЫЕ СИГАРЕТЫ ИЛИ ТРУБКУ
53	option_line	96	НЕ КУРИТ ЭЛЕКТРОННЫЕ СИГАРЕТЫ ИЛИ ВЕЙП
54	answer_block_for_question	30	З/О 97 | ОТКАЗ 98
54	answer_block_for_question	31	З/О 97 | ОТКАЗ 98
54	answer_block_for_question	32	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
54	answer_block_for_question	33	Да, употребляете 1 | Нет, никогда не употребляете 2 | З/О 7 | ОТКАЗ 8
54	answer_block_for_question	34	З/О 97 | ОТКАЗ 98
54	answer_block_for_question	35	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
54	option_line	1	Да, употребляете
54	option_line	2	Нет, никогда не употребляете
55	answer_block_for_question	111	Нет 2
55	answer_block_for_question	112	Нет 2
55	answer_block_for_question	12	Нет 2
55	answer_block_for_question	21	Нет 2
55	answer_block_for_question	31	Нет 2
55	answer_block_for_question	37	До еды 1 2 7 8 | Без еды 1 2 7 8
55	answer_block_for_question	38	В ресторанах или барах 1 2 7 8 | В парке, на улице, в подъезде 1 2 7 8 | На работе, по месту учебы 1 2 7 8 | В гостях 1 2 7 8
55	answer_block_for_question	4	Нет 2
55	answer_block_for_question	5	Нет 2
55	answer_block_for_question	6	Нет 2
55	answer_block_for_question	7	Нет 2
55	answer_block_for_question	8	Нет 2
55	answer_block_for_question	9	Нет 2
55	option_line	8	Без еды 1 2 7
55	option_line	8	В гостях 1 2 7
55	option_line	8	В парке, на улице, в подъезде 1 2 7
55	option_line	8	В ресторанах или барах 1 2 7
55	option_line	8	До еды 1 2 7
55	option_line	8	На работе, по месту учебы 1 2 7
56	answer_block_for_question	40	Да, употребляли 1 | Подозреваете, что употребляли, но не уверены 2 | Нет, не употребляли 3 | З/О 7 | ОТКАЗ 8
56	answer_block_for_question	41	сожалели впоследствии 1 2 7 8 | накануне 1 2 7 8 | день - головная боль, тошнота и т.д. 1 2 7 8
56	answer_block_for_question	43	ПРАКТИЧЕСКИ КАЖДЫЙ ДЕНЬ 01 | 4 - 5 РАЗ В НЕДЕЛЮ 02 | 2 - 3 РАЗА В НЕДЕЛЮ 03 | ОДИН РАЗ В НЕДЕЛЮ 04 | 1 - 2 РАЗА В МЕСЯЦ 05 | ОДИН РАЗ В 2 - 3 МЕСЯЦА 06 | 2 - 3 РАЗА В ГОД И РЕЖЕ 07 | З/О 97 | ОТКАЗ 98
56	option_line	01	ПРАКТИЧЕСКИ КАЖДЫЙ ДЕНЬ
56	option_line	02	4 - 5 РАЗ В НЕДЕЛЮ
56	option_line	03	2 - 3 РАЗА В НЕДЕЛЮ
56	option_line	04	ОДИН РАЗ В НЕДЕЛЮ
56	option_line	05	1 - 2 РАЗА В МЕСЯЦ
56	option_line	06	ОДИН РАЗ В 2 - 3 МЕСЯЦА
56	option_line	07	2 - 3 РАЗА В ГОД И РЕЖЕ
56	option_line	1	Да, употребляли
56	option_line	2	Подозреваете, что употребляли, но не уверены
56	option_line	3	Нет, не употребляли
56	option_line	8	день - головная боль, тошнота и т.д. 1 2 7
56	option_line	8	накануне 1 2 7
56	option_line	8	сожалели впоследствии 1 2 7
57	answer_block_for_question	44	1 - 2 порции 1 | 3 - 4 порции 2 | 5 - 6 порций 3 | 7 - 9 порций 4 | 10 и более порций 5 | З/О 7 | ОТКАЗ 8
57	answer_block_for_question	45	ПРАКТИЧЕСКИ ЕЖЕДНЕВНО 01 | 3-4 РАЗА В НЕДЕЛЮ 02 | 1-2 РАЗА В НЕДЕЛЮ 03 | 1-3 РАЗА В МЕСЯЦ 04 | 1-3 РАЗА В ПОЛГОДА 05 | 1-3 РАЗА В ГОД 06 | НЕ БЫЛО ТАКИХ СЛУЧАЕВ 07 | З/О 97 | ОТКАЗ 98
57	answer_block_for_question	46	Есть такие 1 | Нет таких 2 | З/О 7 | ОТКАЗ 8
57	option_line	01	ПРАКТИЧЕСКИ ЕЖЕДНЕВНО
57	option_line	02	3-4 РАЗА В НЕДЕЛЮ
57	option_line	03	1-2 РАЗА В НЕДЕЛЮ
57	option_line	04	1-3 РАЗА В МЕСЯЦ
57	option_line	05	1-3 РАЗА В ПОЛГОДА
57	option_line	06	1-3 РАЗА В ГОД
57	option_line	07	НЕ БЫЛО ТАКИХ СЛУЧАЕВ
57	option_line	1	1 - 2 порции
57	option_line	1	Есть такие
57	option_line	2	3 - 4 порции
57	option_line	2	Нет таких
57	option_line	3	5 - 6 порций
57	option_line	4	7 - 9 порций
57	option_line	5	10 и более порций
58	answer_block_for_question	47	быстрой еды типа «Вкусно и точка» 1 2 3 4 5 7 8
58	answer_block_for_question	48	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
58	answer_block_for_question	49	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
58	answer_block_for_question	50	З/О 97 | ОТКАЗ 98
58	answer_block_for_question	51	Да, специально ищете такую информацию 1 | Специально не ищите, | но если попадается, читаете, смотрите 2 | Нет, совсем не интересуетесь подобной информацией 3 | З/О 7 | ОТКАЗ 8
58	option_line	1	Да, специально ищете такую информацию
58	option_line	2	но если попадается, читаете, смотрите
58	option_line	3	Нет, совсем не интересуетесь подобной информацией
58	option_line	8	быстрой еды типа «Вкусно и точка» 1 2 3 4 5 7
59	answer_block_for_question	53	ПРАКТИЧЕСКИ ЕЖЕДНЕВНО 01 | 3-4 РАЗА В НЕДЕЛЮ 02 | 1-2 РАЗА В НЕДЕЛЮ 03 | 1-3 РАЗА В МЕСЯЦ 04 | 1-3 РАЗА В ПОЛГОДА 05 | 1-3 РАЗА В ГОД 06 | З/О 97 | ОТКАЗ 98
59	answer_block_for_question	54	10 ЧАСОВ И БОЛЕЕ В НЕДЕЛЮ 01 | 7-9 ЧАСОВ В НЕДЕЛЮ 02 | 4-6 ЧАСОВ В НЕДЕЛЮ 03 | 2-3 ЧАСА В НЕДЕЛЮ 04 | 1 ЧАС И МЕНЕЕ В НЕДЕЛЮ 05 | НЕ ЗАНИМАЛСЯ/ЛАСЬ | ЗА ПОСЛЕДНИЕ 30 ДНЕЙ 06 | З/О 97 | ОТКАЗ 98
59	answer_block_for_question	55	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
59	answer_block_for_question	56	Очень счастливы 1 | Довольно счастливы 2 | Скорее счастливы, чем не счастливы 3 | Не очень счастливы 4 | Совсем несчастливы 5 | З/О 7 | ОТКАЗ 8
59	option_line	01	10 ЧАСОВ И БОЛЕЕ В НЕДЕЛЮ
59	option_line	02	7-9 ЧАСОВ В НЕДЕЛЮ
59	option_line	03	4-6 ЧАСОВ В НЕДЕЛЮ
59	option_line	04	2-3 ЧАСА В НЕДЕЛЮ
59	option_line	05	1 ЧАС И МЕНЕЕ В НЕДЕЛЮ
59	option_line	06	ЗА ПОСЛЕДНИЕ 30 ДНЕЙ
59	option_line	1	Очень счастливы
59	option_line	2	Довольно счастливы
59	option_line	3	Скорее счастливы, чем не счастливы
59	option_line	4	Не очень счастливы
59	option_line	5	Совсем несчастливы
60	answer_block_for_question	2	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
60	answer_block_for_question	3	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
60	answer_block_for_question	5	З/О 7 | ОТКАЗ 8
61	answer_block_for_question	10	З/О 97 | ОТКАЗ 98
61	answer_block_for_question	11	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
61	answer_block_for_question	7	З/О 97 | ОТКАЗ 98
61	answer_block_for_question	8	Да 1 | Нет 2 | НЕ БЫЛО МИНИ-АБОРТОВ 6 | З/О 7 | ОТКАЗ 8
61	option_line	6	НЕ БЫЛО МИНИ-АБОРТОВ
62	answer_block_for_question	14	З/О 97 | З/О 9997 | ОТКАЗ 98 | ОТКАЗ 9998
62	answer_block_for_question	16	З/О 97 | ОТКАЗ 98
62	answer_block_for_question	17	З/О 97 | ОТКАЗ 98 | Большое спасибо!
63	answer_block_for_question	1	ЧЛЕНОВ ДОМОХОЗЯЙСТВА 1 2 | НЕ ЧЛЕНЫ ДОМОХОЗЯЙСТВА 1 2
63	answer_block_for_question	2	ДРУЖЕСКОЕ И ЗАИНТЕРЕСОВАННОЕ 1 | НЕ ОСОБЕННО ЗАИНТЕРЕСОВАННОЕ 2 | НЕТЕРПЕЛИВОЕ И БЕСПОКОЙНОЕ 3 | НЕПРИЯЗНЕННОЕ 4
63	answer_block_for_question	3	ХОРОШО 1 | НЕ ОЧЕНЬ ХОРОШО 2 | ПЛОХО 3
63	answer_block_for_question	4	НЕРВНИЧАЛ 1 | ИНОГДА НЕРВНИЧАЛ 2 | ЧУВСТВОВАЛ СЕБЯ СВОБОДНО 3
63	answer_block_for_question	5	ОЧЕНЬ НЕСООБРАЗИТЕЛЬНЫЙ 1 | НЕСООБРАЗИТЕЛЬНЫЙ, НУЖДАЛСЯ В | ПОВТОРНОМ ЧТЕНИИ ВОПРОСОВ 2 | СООБРАЗИТЕЛЕН, КАК | БОЛЬШИНСТВО РЕСПОНДЕНТОВ 3 | ЗНАЧИТЕЛЬНО СООБРАЗИТЕЛЬНЕЕ, ЧЕМ | БОЛЬШИНСТВО РЕСПОНДЕНТОВ 4
63	answer_block_for_question	6	ОЧЕНЬ ЗАКРЫТЫЙ, НЕИСКРЕННИЙ 1 | ИСКРЕНЕН И ОТКРЫТ ТАК ЖЕ, КАК | БОЛЬШИНСТВО РЕСПОНДЕНТОВ 2 | ЗНАЧИТЕЛЬНО БОЛЕЕ ИСКРЕНЕН И ОТКРЫТ, | ЧЕМ БОЛЬШИНСТВО РЕСПОНДЕНТОВ 3
63	answer_block_for_question	7	НАДЁЖНАЯ 1 | ЗАПИСАНО НЕДОСТАТОЧНО ИНФОРМАЦИИ 2 | НЕНАДЁЖНАЯ 3 | Я удостоверяю, что опрос проведён мною в соответствии с Инструкцией методом личного | интервью с отобранным по Инструкции респондентом | Подпись
63	option_line	1	ДРУЖЕСКОЕ И ЗАИНТЕРЕСОВАННОЕ
63	option_line	1	НАДЁЖНАЯ
63	option_line	1	НЕРВНИЧАЛ
63	option_line	1	ОЧЕНЬ ЗАКРЫТЫЙ, НЕИСКРЕННИЙ
63	option_line	1	ОЧЕНЬ НЕСООБРАЗИТЕЛЬНЫЙ
63	option_line	1	ХОРОШО
63	option_line	2	БОЛЬШИНСТВО РЕСПОНДЕНТОВ
63	option_line	2	ЗАПИСАНО НЕДОСТАТОЧНО ИНФОРМАЦИИ
63	option_line	2	ИНОГДА НЕРВНИЧАЛ
63	option_line	2	НЕ ОСОБЕННО ЗАИНТЕРЕСОВАННОЕ
63	option_line	2	НЕ ОЧЕНЬ ХОРОШО
63	option_line	2	ПОВТОРНОМ ЧТЕНИИ ВОПРОСОВ
63	option_line	2	ЧЛЕНОВ ДОМОХОЗЯЙСТВА 1
63	option_line	3	БОЛЬШИНСТВО РЕСПОНДЕНТОВ
63	option_line	3	НЕТЕРПЕЛИВОЕ И БЕСПОКОЙНОЕ
